,area_name,district_name,name,result_protiv,result_unom_type,result_yavka,result_za,status,updated_at
0,Можайский,ЗАО,"улица Кубинка, дом 12, корпус 3",26.0,1,44.0,74.0,in_list,06.06
1,Можайский,ЗАО,"улица Кубинка, дом 18, корпус 5",26.0,1,49.0,74.0,in_list,06.06
2,Западное Дегунино,САО,"Ангарская улица, дом 2, корпус 1",2.0,1,53.0,98.0,in_list,06.06
3,Западное Дегунино,САО,"Ангарская улица, дом 21",0.0,1,43.0,100.0,in_list,06.06
4,Можайский,ЗАО,"улица Кубинка, дом 13",4.0,1,68.0,96.0,in_list,06.06
5,Западное Дегунино,САО,"Ангарская улица, дом 25",5.0,1,64.0,95.0,in_list,06.06
6,Западное Дегунино,САО,"Ангарская улица, дом 27",12.0,1,60.0,88.0,in_list,06.06
7,Западное Дегунино,САО,"Ангарская улица, дом 27А",0.0,1,64.0,100.0,in_list,06.06
8,Западное Дегунино,САО,"Ангарская улица, дом 29",9.0,1,55.0,91.0,in_list,06.06
9,Западное Дегунино,САО,"Ангарская улица, дом 31",5.0,1,50.0,95.0,in_list,06.06
10,Западное Дегунино,САО,"Ангарская улица, дом 33",0.0,1,64.0,100.0,in_list,06.06
11,Западное Дегунино,САО,"Ангарская улица, дом 7, корпус 1",0.0,1,53.0,100.0,in_list,06.06
12,Западное Дегунино,САО,"Ангарская улица, дом 7, корпус 2",10.0,1,66.0,90.0,in_list,06.06
13,Люблино,ЮВАО,"Армавирская улица, дом 23/18",11.0,1,61.0,89.0,in_list,06.06
14,Люблино,ЮВАО,"Армавирская улица, дом 27/23",8.0,1,75.0,92.0,in_list,06.06
15,Фили-Давыдково,ЗАО,"улица Артамонова, дом 1",18.0,1,45.0,82.0,in_list,06.06
16,Можайский,ЗАО,"улица Гришина, дом 23, корпус 4",12.0,1,50.0,88.0,in_list,06.06
17,Фили-Давыдково,ЗАО,"улица Артамонова, дом 12, корпус 1",21.0,1,54.0,79.0,in_list,06.06
18,Фили-Давыдково,ЗАО,"улица Артамонова, дом 13, корпус 1",53.0,1,71.0,47.0,in_list,06.06
19,Фили-Давыдково,ЗАО,"улица Артамонова, дом 13, корпус 2",18.0,1,49.0,82.0,in_list,06.06
20,Фили-Давыдково,ЗАО,"улица Артамонова, дом 13",10.0,1,48.0,90.0,in_list,06.06
21,Фили-Давыдково,ЗАО,"улица Артамонова, дом 14, корпус 1",20.0,1,38.0,80.0,in_list,06.06
22,Фили-Давыдково,ЗАО,"улица Артамонова, дом 18, корпус 1",19.0,1,65.0,81.0,in_list,06.06
23,Фили-Давыдково,ЗАО,"улица Артамонова, дом 3",12.0,1,53.0,88.0,in_list,06.06
24,Лосиноостровский,СВАО,"улица Лётчика Бабушкина, дом 36",11.0,1,62.0,89.0,in_list,06.06
25,Фили-Давыдково,ЗАО,"улица Артамонова, дом 4, корпус 2",10.0,1,33.0,90.0,in_list,06.06
26,Фили-Давыдково,ЗАО,"улица Артамонова, дом 5",14.0,1,44.0,86.0,in_list,06.06
27,Фили-Давыдково,ЗАО,"улица Артамонова, дом 7, корпус 1",35.0,1,54.0,65.0,in_list,06.06
28,Фили-Давыдково,ЗАО,"улица Артамонова, дом 8, корпус 1",0.0,1,27.0,100.0,in_list,06.06
29,Фили-Давыдково,ЗАО,"улица Артамонова, дом 8, корпус 2",0.0,1,40.0,100.0,in_list,06.06
30,Фили-Давыдково,ЗАО,"улица Артамонова, дом 9, корпус 1",8.0,1,42.0,92.0,in_list,06.06
31,Фили-Давыдково,ЗАО,"улица Артамонова, дом 9, корпус 2",47.0,1,53.0,53.0,in_list,06.06
32,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 2",2.0,1,61.0,98.0,in_list,06.06
33,Бабушкинский,СВАО,"Анадырский проезд, дом 7",11.0,1,56.0,89.0,in_list,06.06
34,Бабушкинский,СВАО,"Анадырский проезд, дом 9",7.0,1,54.0,93.0,in_list,06.06
35,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 3",4.0,1,66.0,96.0,in_list,06.06
36,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 4",5.0,1,69.0,95.0,in_list,06.06
37,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 5",2.0,1,65.0,98.0,in_list,06.06
38,Текстильщики,ЮВАО,"улица Артюхиной, дом 23",0.0,1,29.0,100.0,in_list,06.06
39,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 24",18.0,1,59.0,82.0,in_list,06.06
40,Текстильщики,ЮВАО,"улица Артюхиной, дом 26А",2.0,1,67.0,98.0,in_list,06.06
41,Текстильщики,ЮВАО,"улица Артюхиной, дом 29/7",26.0,1,63.0,74.0,in_list,06.06
42,Алтуфьевский,СВАО,"Инженерная улица, дом 4",13.0,1,57.0,87.0,in_list,06.06
43,Марьина Роща,СВАО,"Октябрьская улица, дом 62",14.0,1,55.0,86.0,in_list,06.06
44,Марьина Роща,СВАО,"4-я улица Марьиной Рощи, дом 8",21.0,1,49.0,79.0,in_list,06.06
45,Текстильщики,ЮВАО,"улица Артюхиной, дом 30",5.0,1,72.0,95.0,in_list,06.06
46,Марьина Роща,СВАО,"Анненская улица, дом 2",21.0,1,49.0,79.0,in_list,06.06
47,Марьина Роща,СВАО,"Анненская улица, дом 1",4.0,1,65.0,96.0,in_list,06.06
48,Головинский,САО,"Авангардная улица, дом 10",24.0,1,42.0,76.0,in_list,06.06
49,Марьина Роща,СВАО,"Анненская улица, дом 4",26.0,1,71.0,74.0,in_list,06.06
50,Головинский,САО,"Авангардная улица, дом 14",44.0,1,43.0,56.0,in_list,06.06
51,Марьина Роща,СВАО,"Анненская улица, дом 5",25.0,1,57.0,75.0,in_list,06.06
52,Марьина Роща,СВАО,"Анненская улица, дом 7, корпус 1",6.0,1,56.0,94.0,in_list,06.06
53,Головинский,САО,"Авангардная улица, дом 20",18.0,1,51.0,82.0,in_list,06.06
54,Марьина Роща,СВАО,"Анненская улица, дом 7, корпус 2",24.0,1,51.0,76.0,in_list,06.06
55,Головинский,САО,"Авангардная улица, дом 22/32, корпус 1",18.0,1,32.0,82.0,in_list,06.06
56,Марьина Роща,СВАО,"Анненская улица, дом 9",24.0,1,57.0,76.0,in_list,06.06
57,Головинский,САО,"Авангардная улица, дом 22/32, корпус 2",19.0,1,63.0,81.0,in_list,06.06
58,Перово,ВАО,"улица Аносова, дом 11",7.0,1,48.0,93.0,in_list,06.06
59,Головинский,САО,"Авангардная улица, дом 6, корпус 1",19.0,1,43.0,81.0,in_list,06.06
60,Перово,ВАО,"улица Аносова, дом 13",0.0,1,53.0,100.0,in_list,06.06
61,Отрадное,СВАО,"Отрадный проезд, дом 4",0.0,1,69.0,100.0,in_list,06.06
62,Перово,ВАО,"улица Аносова, дом 5",4.0,1,61.0,96.0,in_list,06.06
63,Перово,ВАО,"улица Аносова, дом 7",19.0,1,46.0,81.0,in_list,06.06
64,Перово,ВАО,"улица Аносова, дом 9",0.0,1,63.0,100.0,in_list,06.06
65,Головинский,САО,"Авангардная улица, дом 6, корпус 3",38.0,1,52.0,62.0,in_list,06.06
66,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 1/18, корпус 2",0.0,1,43.0,100.0,in_list,06.06
67,Головинский,САО,"Авангардная улица, дом 8, корпус 1",26.0,1,43.0,74.0,in_list,06.06
68,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 11",11.0,1,58.0,89.0,in_list,06.06
69,Можайский,ЗАО,"улица Красных Зорь, дом 23",7.0,1,53.0,93.0,in_list,06.06
70,Лефортово,ЮВАО,"Авиамоторная улица, дом 11",7.0,1,56.0,93.0,in_list,06.06
71,Ростокино,СВАО,"Малахитовая улица, дом 13, корпус 2",8.0,1,65.0,92.0,in_list,06.06
72,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 3",26.0,1,63.0,74.0,in_list,06.06
73,Лефортово,ЮВАО,"Авиамоторная улица, дом 21",20.0,1,57.0,80.0,in_list,06.06
74,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 5, корпус 6, строение 2",0.0,1,33.0,100.0,in_list,06.06
75,Лефортово,ЮВАО,"Авиамоторная улица, дом 23",20.0,1,56.0,80.0,in_list,06.06
76,Северный,СВАО,"9-я Северная линия, дом 1",4.0,1,62.0,96.0,in_list,06.06
77,Можайский,ЗАО,"улица Багрицкого, дом 6, корпус 3",13.0,1,59.0,87.0,in_list,06.06
78,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 7",12.0,1,65.0,88.0,in_list,06.06
79,Лефортово,ЮВАО,"Авиамоторная улица, дом 27",20.0,1,64.0,80.0,in_list,06.06
80,Пресненский,ЦАО,"улица Антонова-Овсеенко, дом 9",13.0,1,52.0,87.0,in_list,06.06
81,Лефортово,ЮВАО,"Авиамоторная улица, дом 3",36.0,1,90.0,64.0,in_list,06.06
82,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 17",6.0,1,45.0,94.0,in_list,06.06
83,Лефортово,ЮВАО,"Авиамоторная улица, дом 5",16.0,1,60.0,84.0,in_list,06.06
84,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 1, корпус 3",9.0,1,57.0,91.0,in_list,06.06
85,Хорошёво-Мнёвники,СЗАО,"Карамышевская набережная, дом 12",3.0,1,65.0,97.0,in_list,06.06
86,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 19/1",72.0,1,70.0,28.0,in_list,06.06
87,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 23",14.0,1,70.0,86.0,in_list,06.06
88,Щукино,СЗАО,"Авиационная улица, дом 63, корпус 2",0.0,1,82.0,100.0,in_list,06.06
89,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 25/16",7.0,1,47.0,93.0,in_list,06.06
90,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 27",0.0,1,45.0,100.0,in_list,06.06
91,Хорошёво-Мнёвники,СЗАО,"улица Саляма Адиля, дом 9, корпус 1",0.0,1,55.0,100.0,in_list,06.06
92,Хорошёво-Мнёвники,СЗАО,"улица Саляма Адиля, дом 9, корпус 2",2.0,1,65.0,98.0,in_list,06.06
93,Можайский,ЗАО,"улица Багрицкого, дом 12",26.0,1,42.0,74.0,in_list,06.06
94,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 3",16.0,1,65.0,84.0,in_list,06.06
95,Зюзино,ЮЗАО,"Азовская улица, дом 12, корпус 1",4.0,1,71.0,96.0,in_list,06.06
96,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 33, корпус 2",13.0,1,59.0,87.0,in_list,06.06
97,Зюзино,ЮЗАО,"Азовская улица, дом 12, корпус 2",12.0,1,54.0,88.0,in_list,06.06
98,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 33, корпус 3",8.0,1,50.0,92.0,in_list,06.06
99,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 33, корпус 4",13.0,1,61.0,87.0,in_list,06.06
100,Зюзино,ЮЗАО,"Азовская улица, дом 16",13.0,1,59.0,87.0,in_list,06.06
101,Зюзино,ЮЗАО,"Азовская улица, дом 29, корпус 1",14.0,1,60.0,86.0,in_list,06.06
102,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 33, корпус 5",0.0,1,63.0,100.0,in_list,06.06
103,Зюзино,ЮЗАО,"Азовская улица, дом 29, корпус 2",12.0,1,60.0,88.0,in_list,06.06
104,Бабушкинский,СВАО,"улица Искры, дом 11",2.0,1,77.0,98.0,in_list,06.06
105,Бабушкинский,СВАО,"улица Искры, дом 13, корпус 2",3.0,1,69.0,97.0,in_list,06.06
106,Зюзино,ЮЗАО,"Азовская улица, дом 33, корпус 2",7.0,1,57.0,93.0,in_list,06.06
107,Бабушкинский,СВАО,"улица Искры, дом 13, корпус 3",3.0,1,59.0,97.0,in_list,06.06
108,Зюзино,ЮЗАО,"Азовская улица, дом 35, корпус 1",2.0,1,62.0,98.0,in_list,06.06
109,Бабушкинский,СВАО,"улица Искры, дом 3",9.0,1,57.0,91.0,in_list,06.06
110,Зюзино,ЮЗАО,"Азовская улица, дом 35, корпус 2",0.0,1,57.0,100.0,in_list,06.06
111,Зюзино,ЮЗАО,"Азовская улица, дом 37, корпус 1",6.0,1,60.0,94.0,in_list,06.06
112,Зюзино,ЮЗАО,"Азовская улица, дом 37, корпус 2",4.0,1,70.0,96.0,in_list,06.06
113,Зюзино,ЮЗАО,"Азовская улица, дом 8",8.0,1,66.0,92.0,in_list,06.06
114,Ярославский,СВАО,"улица Егора Абакумова, дом 10, корпус 1",15.0,1,60.0,85.0,in_list,06.06
115,Ярославский,СВАО,"улица Егора Абакумова, дом 10, корпус 2",4.0,1,52.0,96.0,in_list,06.06
116,Коптево,САО,"Большая Академическая улица, дом 35Б",3.0,1,58.0,97.0,in_list,06.06
117,Коптево,САО,"Большая Академическая улица, дом 35В",24.0,1,48.0,76.0,in_list,06.06
118,Коптево,САО,"Большая Академическая улица, дом 37",5.0,1,49.0,95.0,in_list,06.06
119,Ярославский,СВАО,"улица Егора Абакумова, дом 2",3.0,1,51.0,97.0,in_list,06.06
120,Коптево,САО,"Большая Академическая улица, дом 39А",7.0,1,47.0,93.0,in_list,06.06
121,Коптево,САО,"Большая Академическая улица, дом 39Б",3.0,1,57.0,97.0,in_list,06.06
122,Покровское-Стрешнево,СЗАО,"Волоколамский проезд, дом 5, корпус 1",14.0,1,63.0,86.0,in_list,06.06
123,Можайский,ЗАО,"улица Гришина, дом 17",6.0,1,44.0,94.0,in_list,06.06
124,Ярославский,СВАО,"улица Егора Абакумова, дом 3",11.0,1,38.0,89.0,in_list,06.06
125,Коптево,САО,"Большая Академическая улица, дом 39В",6.0,1,53.0,94.0,in_list,06.06
126,Ярославский,СВАО,"улица Егора Абакумова, дом 4",15.0,1,59.0,85.0,in_list,06.06
127,Ярославский,СВАО,"улица Егора Абакумова, дом 5",2.0,1,73.0,98.0,in_list,06.06
128,Очаково-Матвеевское,ЗАО,"Веерная улица, дом 34, корпус 2",9.0,1,47.0,91.0,in_list,06.06
129,Ярославский,СВАО,"улица Егора Абакумова, дом 6",16.0,1,56.0,84.0,in_list,06.06
130,Коптево,САО,"Большая Академическая улица, дом 53А",5.0,1,47.0,95.0,in_list,06.06
131,Ярославский,СВАО,"улица Егора Абакумова, дом 7",4.0,1,68.0,96.0,in_list,06.06
132,Ярославский,СВАО,"улица Егора Абакумова, дом 8",11.0,1,59.0,89.0,in_list,06.06
133,Коптево,САО,"Большая Академическая улица, дом 57",40.0,1,60.0,60.0,in_list,06.06
134,Коптево,САО,"Большая Академическая улица, дом 59/1, корпус А",48.0,1,88.0,52.0,in_list,06.06
135,Ярославский,СВАО,"улица Егора Абакумова, дом 9",25.0,1,51.0,75.0,in_list,06.06
136,Коптево,САО,"Большая Академическая улица, дом 59/1, корпус Б",19.0,1,90.0,81.0,in_list,06.06
137,Можайский,ЗАО,"1-й переулок Петра Алексеева, дом 2",0.0,1,50.0,100.0,in_list,06.06
138,Можайский,ЗАО,"1-й переулок Петра Алексеева, дом 4",0.0,1,5.0,100.0,in_list,06.06
139,Можайский,ЗАО,"1-й переулок Петра Алексеева, дом 5",12.0,1,71.0,88.0,in_list,06.06
140,Можайский,ЗАО,"2-й переулок Петра Алексеева, дом 1",0.0,1,63.0,100.0,in_list,06.06
141,Можайский,ЗАО,"улица Петра Алексеева, дом 3",23.0,1,64.0,77.0,in_list,06.06
142,Филёвский Парк,ЗАО,"улица Алябьева, дом 1",8.0,1,65.0,92.0,in_list,06.06
143,Свиблово,СВАО,"улица Амундсена, дом 10",18.0,1,48.0,82.0,in_list,06.06
144,Свиблово,СВАО,"улица Амундсена, дом 11, корпус 1",14.0,1,68.0,86.0,in_list,06.06
145,Свиблово,СВАО,"улица Амундсена, дом 11, корпус 2",11.0,1,60.0,89.0,in_list,06.06
146,Свиблово,СВАО,"улица Амундсена, дом 11",25.0,1,58.0,75.0,in_list,06.06
147,Лосиноостровский,СВАО,"Анадырский проезд, дом 25, корпус 2",9.0,1,55.0,91.0,in_list,06.06
148,Лосиноостровский,СВАО,"Анадырский проезд, дом 27",11.0,1,55.0,89.0,in_list,06.06
149,Свиблово,СВАО,"улица Амундсена, дом 13, корпус 1",9.0,1,44.0,91.0,in_list,06.06
150,Лосиноостровский,СВАО,"Анадырский проезд, дом 29",11.0,1,57.0,89.0,in_list,06.06
151,Бабушкинский,СВАО,"Анадырский проезд, дом 3",33.0,1,50.0,67.0,in_list,06.06
152,Свиблово,СВАО,"улица Амундсена, дом 14",35.0,1,64.0,65.0,in_list,06.06
153,Лосиноостровский,СВАО,"Анадырский проезд, дом 35",2.0,1,55.0,98.0,in_list,06.06
154,Свиблово,СВАО,"улица Амундсена, дом 15, корпус 3",61.0,1,68.0,39.0,in_list,06.06
155,Лосиноостровский,СВАО,"Анадырский проезд, дом 37",2.0,1,50.0,98.0,in_list,06.06
156,Лосиноостровский,СВАО,"Анадырский проезд, дом 39, корпус 1",3.0,1,47.0,97.0,in_list,06.06
157,Свиблово,СВАО,"улица Амундсена, дом 19",28.0,1,52.0,72.0,in_list,06.06
158,Лосиноостровский,СВАО,"Анадырский проезд, дом 39, корпус 2",6.0,1,51.0,94.0,in_list,06.06
159,Гольяново,ВАО,"Амурская улица, дом 10",8.0,1,53.0,92.0,in_list,06.06
160,Лосиноостровский,СВАО,"Анадырский проезд, дом 41",10.0,1,54.0,90.0,in_list,06.06
161,Гольяново,ВАО,"Амурская улица, дом 14",10.0,1,50.0,90.0,in_list,06.06
162,Лосиноостровский,СВАО,"Анадырский проезд, дом 43",7.0,1,66.0,93.0,in_list,06.06
163,Гольяново,ВАО,"Амурская улица, дом 16, корпус 1",0.0,1,50.0,100.0,in_list,06.06
164,Пресненский,ЦАО,"улица Подвойского, дом 22",8.0,1,63.0,92.0,in_list,06.06
165,Гольяново,ВАО,"Амурская улица, дом 20",3.0,1,46.0,97.0,in_list,06.06
166,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 1",0.0,1,76.0,100.0,in_list,06.06
167,Гольяново,ВАО,"Амурская улица, дом 21, корпус 1",37.0,1,69.0,63.0,in_list,06.06
168,Гольяново,ВАО,"Амурская улица, дом 21, корпус 2",13.0,1,61.0,87.0,in_list,06.06
169,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 2",3.0,1,63.0,97.0,in_list,06.06
170,Гольяново,ВАО,"Амурская улица, дом 21, корпус 3",8.0,1,51.0,92.0,in_list,06.06
171,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 3",0.0,1,79.0,100.0,in_list,06.06
172,Гольяново,ВАО,"Амурская улица, дом 22, корпус 1",0.0,1,76.0,100.0,in_list,06.06
173,Выхино-Жулебино,ЮВАО,"улица Вострухина, дом 6, корпус 1",18.0,1,62.0,82.0,in_list,06.06
174,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 4",0.0,1,79.0,100.0,in_list,06.06
175,Гольяново,ВАО,"Амурская улица, дом 23, корпус 1",10.0,1,50.0,90.0,in_list,06.06
176,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 5",0.0,1,75.0,100.0,in_list,06.06
177,Гольяново,ВАО,"Амурская улица, дом 23, корпус 2",0.0,1,57.0,100.0,in_list,06.06
178,Бирюлёво Западное,ЮАО,"Булатниковская улица, дом 1, корпус 6",3.0,1,83.0,97.0,in_list,06.06
179,Гольяново,ВАО,"Амурская улица, дом 23, корпус 3",22.0,1,36.0,78.0,in_list,06.06
180,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 1",3.0,1,77.0,97.0,in_list,06.06
181,Гольяново,ВАО,"Амурская улица, дом 25, корпус 1",10.0,1,49.0,90.0,in_list,06.06
182,Кузьминки,ЮВАО,"улица Юных Ленинцев, дом 58",18.0,1,66.0,82.0,in_list,06.06
183,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 2",0.0,1,76.0,100.0,in_list,06.06
184,Гольяново,ВАО,"Амурская улица, дом 25, корпус 3",4.0,1,47.0,96.0,in_list,06.06
185,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 3",2.0,1,66.0,98.0,in_list,06.06
186,Кузьминки,ЮВАО,"Волгоградский проспект, дом 131, корпус 2",8.0,1,49.0,92.0,in_list,06.06
187,Гольяново,ВАО,"Амурская улица, дом 26",0.0,1,66.0,100.0,in_list,06.06
188,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 4",4.0,1,75.0,96.0,in_list,06.06
189,Гольяново,ВАО,"Амурская улица, дом 27",19.0,1,46.0,81.0,in_list,06.06
190,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 5",4.0,1,72.0,96.0,in_list,06.06
191,Бирюлёво Западное,ЮАО,"Булатниковский проезд, дом 2В, корпус 6",4.0,1,74.0,96.0,in_list,06.06
192,Гольяново,ВАО,"Амурская улица, дом 28",2.0,1,56.0,98.0,in_list,06.06
193,Соколиная Гора,ВАО,"Буракова улица, дом 1, корпус 1",1.0,1,54.0,99.0,in_list,06.06
194,Гольяново,ВАО,"Амурская улица, дом 29",4.0,1,60.0,96.0,in_list,06.06
195,Соколиная Гора,ВАО,"Буракова улица, дом 1, корпус 2",4.0,1,56.0,96.0,in_list,06.06
196,Гольяново,ВАО,"Амурская улица, дом 30",14.0,1,46.0,86.0,in_list,06.06
197,Соколиная Гора,ВАО,"Буракова улица, дом 13",16.0,1,60.0,84.0,in_list,06.06
198,Соколиная Гора,ВАО,"Буракова улица, дом 15/1",2.0,1,65.0,98.0,in_list,06.06
199,Соколиная Гора,ВАО,"Буракова улица, дом 17/2",47.0,1,63.0,53.0,in_list,06.06
200,Гольяново,ВАО,"Амурская улица, дом 31",5.0,1,54.0,95.0,in_list,06.06
201,Соколиная Гора,ВАО,"Буракова улица, дом 21",18.0,1,73.0,82.0,in_list,06.06
202,Соколиная Гора,ВАО,"Буракова улица, дом 23",36.0,1,87.0,64.0,in_list,06.06
203,Гольяново,ВАО,"Амурская улица, дом 32",2.0,1,60.0,98.0,in_list,06.06
204,Соколиная Гора,ВАО,"Буракова улица, дом 23А",75.0,1,79.0,25.0,in_list,06.06
205,Гольяново,ВАО,"Амурская улица, дом 34",0.0,1,53.0,100.0,in_list,06.06
206,Кузьминки,ЮВАО,"Волгоградский проспект, дом 167",2.0,1,61.0,98.0,in_list,06.06
207,Соколиная Гора,ВАО,"Буракова улица, дом 25А",8.0,1,59.0,92.0,in_list,06.06
208,Соколиная Гора,ВАО,"Буракова улица, дом 3, корпус 1",6.0,1,61.0,94.0,in_list,06.06
209,Гольяново,ВАО,"Амурская улица, дом 40",7.0,1,55.0,93.0,in_list,06.06
210,Гольяново,ВАО,"Амурская улица, дом 42",2.0,1,54.0,98.0,in_list,06.06
211,Гольяново,ВАО,"Амурская улица, дом 46",5.0,1,55.0,95.0,in_list,06.06
212,Соколиная Гора,ВАО,"Буракова улица, дом 7, корпус 2",11.0,1,56.0,89.0,in_list,06.06
213,Коньково,ЮЗАО,"улица Бутлерова, дом 34, корпус 1",0.0,1,58.0,100.0,in_list,06.06
214,Гольяново,ВАО,"Амурская улица, дом 48",2.0,1,63.0,98.0,in_list,06.06
215,Коньково,ЮЗАО,"улица Бутлерова, дом 34, корпус 2",5.0,1,66.0,95.0,in_list,06.06
216,Фили-Давыдково,ЗАО,"Инициативная улица, дом 16, корпус 3",6.0,1,53.0,94.0,in_list,06.06
217,Гольяново,ВАО,"Амурская улица, дом 52",0.0,1,61.0,100.0,in_list,06.06
218,Можайский,ЗАО,"улица Красных Зорь, дом 29",4.0,1,64.0,96.0,in_list,06.06
219,Коньково,ЮЗАО,"улица Бутлерова, дом 36, корпус 1",5.0,1,59.0,95.0,in_list,06.06
220,Фили-Давыдково,ЗАО,"улица Артамонова, дом 7, корпус 2",18.0,1,57.0,82.0,in_list,06.06
221,Гольяново,ВАО,"Амурская улица, дом 64",22.0,1,45.0,78.0,in_list,06.06
222,Гольяново,ВАО,"Амурская улица, дом 66",8.0,1,45.0,92.0,in_list,06.06
223,Фили-Давыдково,ЗАО,"улица Ватутина, дом 13, корпус 2",15.0,1,42.0,85.0,in_list,06.06
224,Гольяново,ВАО,"Амурская улица, дом 68",24.0,1,58.0,76.0,in_list,06.06
225,Фили-Давыдково,ЗАО,"улица Ватутина, дом 13, корпус 3",12.0,1,53.0,88.0,in_list,06.06
226,Гольяново,ВАО,"Амурская улица, дом 70",10.0,1,38.0,90.0,in_list,06.06
227,Гольяново,ВАО,"Амурская улица, дом 74",16.0,1,39.0,84.0,in_list,06.06
228,Фили-Давыдково,ЗАО,"улица Ватутина, дом 3, корпус 1",19.0,1,44.0,81.0,in_list,06.06
229,Гольяново,ВАО,"Амурская улица, дом 8",3.0,1,50.0,97.0,in_list,06.06
230,Свиблово,СВАО,"Снежная улица, дом 3А",16.0,1,54.0,84.0,in_list,06.06
231,Фили-Давыдково,ЗАО,"улица Ватутина, дом 3, корпус 2",21.0,1,49.0,79.0,in_list,06.06
232,Бабушкинский,СВАО,"Анадырский проезд, дом 1",16.0,1,42.0,84.0,in_list,06.06
233,Фили-Давыдково,ЗАО,"улица Ватутина, дом 5, корпус 1",33.0,1,38.0,67.0,in_list,06.06
234,Фили-Давыдково,ЗАО,"улица Ватутина, дом 5, корпус 2",30.0,1,54.0,70.0,in_list,06.06
235,Лосиноостровский,СВАО,"Анадырский проезд, дом 19/2",57.0,1,69.0,43.0,in_list,06.06
236,Фили-Давыдково,ЗАО,"улица Ватутина, дом 7, корпус 1",19.0,1,41.0,81.0,in_list,06.06
237,Лосиноостровский,СВАО,"Анадырский проезд, дом 21",46.0,1,62.0,54.0,in_list,06.06
238,Коньково,ЮЗАО,"улица Введенского, дом 11, корпус 1",3.0,1,72.0,97.0,in_list,06.06
239,Коньково,ЮЗАО,"улица Введенского, дом 11, корпус 2",3.0,1,65.0,97.0,in_list,06.06
240,Коньково,ЮЗАО,"улица Введенского, дом 11, корпус 3",11.0,1,47.0,89.0,in_list,06.06
241,Коньково,ЮЗАО,"улица Введенского, дом 15, корпус 1",3.0,1,55.0,97.0,in_list,06.06
242,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 35, корпус 1",0.0,1,84.0,100.0,in_list,06.06
243,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 35, корпус 2",12.0,1,57.0,88.0,in_list,06.06
244,Лосиноостровский,СВАО,"улица Лётчика Бабушкина, дом 38, корпус 1",0.0,1,81.0,100.0,in_list,06.06
245,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 4А",6.0,1,64.0,94.0,in_list,06.06
246,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 39, корпус 1",11.0,1,58.0,89.0,in_list,06.06
247,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 4",45.0,1,37.0,55.0,in_list,06.06
248,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 41, корпус 1",8.0,1,60.0,92.0,in_list,06.06
249,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 43",25.0,1,60.0,75.0,in_list,06.06
250,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 45, корпус 1",4.0,1,57.0,96.0,in_list,06.06
251,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 45, корпус 2",11.0,1,64.0,89.0,in_list,06.06
252,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 2",4.0,1,68.0,96.0,in_list,06.06
253,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 5",12.0,1,64.0,88.0,in_list,06.06
254,Гольяново,ВАО,"Байкальская улица, дом 25, корпус 2",5.0,1,47.0,95.0,in_list,06.06
