,area_name,district_name,name,result_protiv,result_unom_type,result_yavka,result_za,status,updated_at
959,Можайский,ЗАО,"Гвардейская улица, дом 6",6.0,1,45.0,94.0,in_list,06.06
960,Останкинский,СВАО,"улица Годовикова, дом 12, корпус 1",14.0,1,47.0,86.0,in_list,06.06
961,Можайский,ЗАО,"Гвардейская улица, дом 8",2.0,1,50.0,98.0,in_list,06.06
962,Останкинский,СВАО,"улица Годовикова, дом 12, корпус 2",24.0,1,62.0,76.0,in_list,06.06
963,Можайский,ЗАО,"Гжатская улица, дом 14",56.0,1,53.0,44.0,in_list,06.06
964,Останкинский,СВАО,"улица Годовикова, дом 16",24.0,1,48.0,76.0,in_list,06.06
965,Останкинский,СВАО,"улица Годовикова, дом 5",33.0,1,65.0,67.0,in_list,06.06
966,Хорошёво-Мнёвники,СЗАО,"улица Генерала Глаголева, дом 1",2.0,1,63.0,98.0,in_list,06.06
967,Останкинский,СВАО,"улица Годовикова, дом 7",6.0,1,55.0,94.0,in_list,06.06
968,Можайский,ЗАО,"улица Горбунова, дом 11, корпус 1",0.0,1,50.0,100.0,in_list,06.06
969,Хорошёво-Мнёвники,СЗАО,"улица Генерала Глаголева, дом 13, корпус 1",2.0,1,69.0,98.0,in_list,06.06
970,Можайский,ЗАО,"улица Горбунова, дом 11, корпус 2",15.0,1,67.0,85.0,in_list,06.06
971,Хорошёво-Мнёвники,СЗАО,"улица Генерала Глаголева, дом 7, корпус 3",14.0,1,60.0,86.0,in_list,06.06
972,Можайский,ЗАО,"улица Горбунова, дом 11, корпус 3",16.0,1,52.0,84.0,in_list,06.06
973,Хорошёво-Мнёвники,СЗАО,"улица Генерала Глаголева, дом 9, корпус 1",0.0,1,64.0,100.0,in_list,06.06
974,Можайский,ЗАО,"улица Горбунова, дом 9, корпус 1",4.0,1,62.0,96.0,in_list,06.06
975,Богородское,ВАО,"Глебовская улица, дом 10",32.0,1,67.0,68.0,in_list,06.06
976,Богородское,ВАО,"Глебовская улица, дом 10А",17.0,1,57.0,83.0,in_list,06.06
977,Можайский,ЗАО,"улица Горбунова, дом 9, корпус 2",12.0,1,53.0,88.0,in_list,06.06
978,Богородское,ВАО,"Глебовская улица, дом 12",0.0,1,60.0,100.0,in_list,06.06
979,Можайский,ЗАО,"улица Горбунова, дом 9, корпус 3",5.0,1,68.0,95.0,in_list,06.06
980,Богородское,ВАО,"Глебовская улица, дом 16",36.0,1,50.0,64.0,in_list,06.06
981,Басманный,ЦАО,"улица Госпитальный Вал, дом 3, корпус 1",24.0,1,64.0,76.0,in_list,06.06
982,Богородское,ВАО,"Глебовская улица, дом 2",40.0,1,50.0,60.0,in_list,06.06
983,Басманный,ЦАО,"улица Госпитальный Вал, дом 5, корпус 13",4.0,1,78.0,96.0,in_list,06.06
984,Марфино,СВАО,"Гостиничная улица, дом 10А",21.0,1,57.0,79.0,in_list,06.06
985,Богородское,ВАО,"4-я Гражданская улица, дом 32",3.0,1,52.0,97.0,in_list,06.06
986,Богородское,ВАО,"4-я Гражданская улица, дом 34, корпус 1",9.0,1,41.0,91.0,in_list,06.06
987,Богородское,ВАО,"4-я Гражданская улица, дом 34, корпус 2",12.0,1,53.0,88.0,in_list,06.06
988,Богородское,ВАО,"4-я Гражданская улица, дом 34, корпус 3",16.0,1,42.0,84.0,in_list,06.06
989,Богородское,ВАО,"4-я Гражданская улица, дом 35",20.0,1,58.0,80.0,in_list,06.06
990,Богородское,ВАО,"4-я Гражданская улица, дом 37, корпус 1",39.0,1,52.0,61.0,in_list,06.06
991,Перово,ВАО,"Братская улица, дом 3",11.0,1,34.0,89.0,in_list,06.06
992,Богородское,ВАО,"4-я Гражданская улица, дом 37, корпус 2",41.0,1,53.0,59.0,in_list,06.06
993,Северное Измайлово,ВАО,"Щёлковское шоссе, дом 24",5.0,1,42.0,95.0,in_list,06.06
994,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 1",22.0,1,52.0,78.0,in_list,06.06
995,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 2",12.0,1,53.0,88.0,in_list,06.06
996,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 3",33.0,1,50.0,67.0,in_list,06.06
997,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 4",40.0,1,43.0,60.0,in_list,06.06
998,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 5",33.0,1,30.0,67.0,in_list,06.06
999,Богородское,ВАО,"4-я Гражданская улица, дом 39, корпус 6",48.0,1,48.0,52.0,in_list,06.06
1000,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 1",28.0,1,49.0,72.0,in_list,06.06
1001,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 2",31.0,1,50.0,69.0,in_list,06.06
1002,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 3",46.0,1,43.0,54.0,in_list,06.06
1003,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 4",42.0,1,40.0,58.0,in_list,06.06
1004,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 5",45.0,1,51.0,55.0,in_list,06.06
1005,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 6",33.0,1,53.0,67.0,in_list,06.06
1006,Богородское,ВАО,"4-я Гражданская улица, дом 43, корпус 7",21.0,1,40.0,79.0,in_list,06.06
1007,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 1",0.0,1,74.0,100.0,in_list,06.06
1008,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 10",0.0,1,58.0,100.0,in_list,06.06
1009,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 11",2.0,1,56.0,98.0,in_list,06.06
1010,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 2",1.0,1,70.0,99.0,in_list,06.06
1011,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 3",2.0,1,63.0,98.0,in_list,06.06
1012,Отрадное,СВАО,"Берёзовая аллея, дом 12",7.0,1,43.0,93.0,in_list,06.06
1013,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 4",2.0,1,58.0,98.0,in_list,06.06
1014,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 5",3.0,1,58.0,97.0,in_list,06.06
1015,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 7",8.0,1,60.0,92.0,in_list,06.06
1016,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 8",0.0,1,66.0,100.0,in_list,06.06
1017,Текстильщики,ЮВАО,"квартал Грайвороново 90а, корпус 9",0.0,1,70.0,100.0,in_list,06.06
1018,Северное Бутово,ЮЗАО,"улица Грина, дом 4",15.0,1,80.0,85.0,in_list,06.06
1019,Северное Бутово,ЮЗАО,"улица Грина, дом 6",10.0,1,78.0,90.0,in_list,06.06
1020,Северное Бутово,ЮЗАО,"улица Грина, дом 8",5.0,1,83.0,95.0,in_list,06.06
1021,Южное Бутово,ЮЗАО,"Дачная улица, дом 5",12.0,1,44.0,88.0,in_list,06.06
1022,Можайский,ЗАО,"улица Гришина, дом 13",1.0,1,61.0,99.0,in_list,06.06
1023,Богородское,ВАО,"Детская улица, дом 14",41.0,1,73.0,59.0,in_list,06.06
1024,Можайский,ЗАО,"улица Гришина, дом 21, корпус 1",18.0,1,47.0,82.0,in_list,06.06
1025,Южное Бутово,ЮЗАО,"Джанкойский проезд, дом 5",3.0,1,70.0,97.0,in_list,06.06
1026,Можайский,ЗАО,"улица Гришина, дом 21, корпус 2",0.0,1,40.0,100.0,in_list,06.06
1027,Дмитровский,САО,"Дмитровское шоссе, дом 123, корпус 1",5.0,1,53.0,95.0,in_list,06.06
1028,Дмитровский,САО,"Дмитровское шоссе, дом 125, корпус 1",12.0,1,42.0,88.0,in_list,06.06
1029,Котловка,ЮЗАО,"улица Винокурова, дом 18/15, корпус 1",0.0,1,77.0,100.0,in_list,06.06
1030,Можайский,ЗАО,"улица Гришина, дом 21, корпус 4",10.0,1,50.0,90.0,in_list,06.06
1031,Дмитровский,САО,"Дмитровское шоссе, дом 125, корпус 2",0.0,1,58.0,100.0,in_list,06.06
1032,Можайский,ЗАО,"улица Гришина, дом 23, корпус 1",13.0,1,48.0,87.0,in_list,06.06
1033,Дмитровский,САО,"Дмитровское шоссе, дом 127, корпус 2",3.0,1,72.0,97.0,in_list,06.06
1034,Можайский,ЗАО,"улица Гришина, дом 23, корпус 2",0.0,1,55.0,100.0,in_list,06.06
1035,Дмитровский,САО,"Дмитровское шоссе, дом 129, корпус 1",11.0,1,62.0,89.0,in_list,06.06
1036,Можайский,ЗАО,"улица Гришина, дом 23, корпус 3",15.0,1,42.0,85.0,in_list,06.06
1037,Дмитровский,САО,"Дмитровское шоссе, дом 129, корпус 2",0.0,1,62.0,100.0,in_list,06.06
1038,Тимирязевский,САО,"Дмитровское шоссе, дом 13, корпус 2",12.0,1,52.0,88.0,in_list,06.06
1039,Можайский,ЗАО,"улица Гришина, дом 25",11.0,1,44.0,89.0,in_list,06.06
1040,Тимирязевский,САО,"Дмитровское шоссе, дом 13, корпус 3",9.0,1,51.0,91.0,in_list,06.06
1041,Можайский,ЗАО,"улица Гришина, дом 3",12.0,1,50.0,88.0,in_list,06.06
1042,Можайский,ЗАО,"улица Гришина, дом 7",0.0,1,42.0,100.0,in_list,06.06
1043,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 12Б",0.0,1,77.0,100.0,in_list,06.06
1044,Можайский,ЗАО,"Гродненская улица, дом 6",3.0,1,61.0,97.0,in_list,06.06
1045,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 14",0.0,1,53.0,100.0,in_list,06.06
1046,Можайский,ЗАО,"Гродненская улица, дом 7",3.0,1,53.0,97.0,in_list,06.06
1047,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 14А",2.0,1,73.0,98.0,in_list,06.06
1048,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 16",0.0,1,88.0,100.0,in_list,06.06
1049,Можайский,ЗАО,"Гродненская улица, дом 9",11.0,1,38.0,89.0,in_list,06.06
1050,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 2",11.0,1,57.0,89.0,in_list,06.06
1051,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 4",3.0,1,64.0,97.0,in_list,06.06
1052,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 25, корпус 1",5.0,1,63.0,95.0,in_list,06.06
1053,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 27, корпус 1",3.0,1,59.0,97.0,in_list,06.06
1054,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 6",5.0,1,69.0,95.0,in_list,06.06
1055,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 27, корпус 2",1.0,1,66.0,99.0,in_list,06.06
1056,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 6А",0.0,1,70.0,100.0,in_list,06.06
1057,Крюково,ЗелАО,"город Зеленоград, Заводская улица, дом 8",4.0,1,66.0,96.0,in_list,06.06
1058,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 27, корпус 4",5.0,1,63.0,95.0,in_list,06.06
1059,Донской,ЮАО,"Загородное шоссе, дом 10, корпус 10",12.0,1,71.0,88.0,in_list,06.06
1060,Донской,ЮАО,"Загородное шоссе, дом 10, корпус 9",20.0,1,90.0,80.0,in_list,06.06
1061,Донской,ЮАО,"Загородное шоссе, дом 8, корпус 7",25.0,1,80.0,75.0,in_list,06.06
1062,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 29, корпус 2",3.0,1,55.0,97.0,in_list,06.06
1063,Донской,ЮАО,"Загородное шоссе, дом 8, корпус 8",12.0,1,67.0,88.0,in_list,06.06
1064,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 31",5.0,1,26.0,95.0,in_list,06.06
1065,Можайский,ЗАО,"Запорожская улица, дом 2",7.0,1,50.0,93.0,in_list,06.06
1066,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 33, корпус 1",3.0,1,62.0,97.0,in_list,06.06
1067,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 45, корпус 1",1.0,1,58.0,99.0,in_list,06.06
1068,Рязанский,ЮВАО,"Зарайская улица, дом 15",16.0,1,72.0,84.0,in_list,06.06
1069,Рязанский,ЮВАО,"Зарайская улица, дом 25, корпус 1",5.0,1,69.0,95.0,in_list,06.06
1070,Свиблово,СВАО,"улица Амундсена, дом 13, корпус 2",23.0,1,49.0,77.0,in_list,06.06
1071,Рязанский,ЮВАО,"Зарайская улица, дом 29",5.0,1,71.0,95.0,in_list,06.06
1072,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 47, корпус 2",6.0,1,52.0,94.0,in_list,06.06
1073,Рязанский,ЮВАО,"Зарайская улица, дом 33",3.0,1,60.0,97.0,in_list,06.06
1074,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 49, корпус 1",3.0,1,65.0,97.0,in_list,06.06
1075,Рязанский,ЮВАО,"Зарайская улица, дом 41",2.0,1,60.0,98.0,in_list,06.06
1076,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 49, корпус 2",3.0,1,57.0,97.0,in_list,06.06
1077,Рязанский,ЮВАО,"Зарайская улица, дом 46, корпус 1",13.0,1,66.0,87.0,in_list,06.06
1078,Южное Бутово,ЮЗАО,"Дачная улица, дом 1",4.0,1,69.0,96.0,in_list,06.06
1079,Рязанский,ЮВАО,"Зарайская улица, дом 46, корпус 2",5.0,1,72.0,95.0,in_list,06.06
1080,Филёвский Парк,ЗАО,"Заречная улица, дом 5, корпус 1",26.0,1,96.0,74.0,in_list,06.06
1081,Южное Бутово,ЮЗАО,"Дачная улица, дом 2",0.0,1,80.0,100.0,in_list,06.06
1082,Южное Бутово,ЮЗАО,"Дачная улица, дом 3",0.0,1,33.0,100.0,in_list,06.06
1083,Филёвский Парк,ЗАО,"Заречная улица, дом 5, корпус 2",15.0,1,57.0,85.0,in_list,06.06
1084,Южное Бутово,ЮЗАО,"Дачная улица, дом 4",0.0,1,79.0,100.0,in_list,06.06
1085,Нагатинский Затон,ЮАО,"Затонная улица, дом 5, корпус 1",4.0,1,70.0,96.0,in_list,06.06
1086,Нагатинский Затон,ЮАО,"Затонная улица, дом 5, корпус 2",4.0,1,68.0,96.0,in_list,06.06
1087,Нагатинский Затон,ЮАО,"Затонная улица, дом 5, корпус 3",12.0,1,65.0,88.0,in_list,06.06
1088,Нагатинский Затон,ЮАО,"Затонная улица, дом 5, корпус 4",12.0,1,63.0,88.0,in_list,06.06
1089,Ломоносовский,ЮЗАО,"улица Вавилова, дом 82",10.0,1,60.0,90.0,in_list,06.06
1090,Свиблово,СВАО,"Снежная улица, дом 11",9.0,1,53.0,91.0,in_list,06.06
1091,Нагатинский Затон,ЮАО,"Затонная улица, дом 5, корпус 5",7.0,1,70.0,93.0,in_list,06.06
1092,Нагатинский Затон,ЮАО,"Затонная улица, дом 9, корпус 1",6.0,1,64.0,94.0,in_list,06.06
1093,Нагатинский Затон,ЮАО,"Затонная улица, дом 9, корпус 2",19.0,1,54.0,81.0,in_list,06.06
1094,Нагатинский Затон,ЮАО,"Затонная улица, дом 9, корпус 3",8.0,1,66.0,92.0,in_list,06.06
1095,Нагатинский Затон,ЮАО,"Затонная улица, дом 9, корпус 4",2.0,1,68.0,98.0,in_list,06.06
1096,Нагатинский Затон,ЮАО,"Затонная улица, дом 9, корпус 5",17.0,1,66.0,83.0,in_list,06.06
1097,Останкинский,СВАО,"Звёздный бульвар, дом 12, корпус 2",34.0,1,53.0,66.0,in_list,06.06
1098,Останкинский,СВАО,"Звёздный бульвар, дом 14",36.0,1,55.0,64.0,in_list,06.06
1099,Останкинский,СВАО,"Звёздный бульвар, дом 20",32.0,1,52.0,68.0,in_list,06.06
1100,Останкинский,СВАО,"Звёздный бульвар, дом 22, корпус 2",17.0,1,58.0,83.0,in_list,06.06
1101,Останкинский,СВАО,"Звёздный бульвар, дом 26, корпус 2",12.0,1,53.0,88.0,in_list,06.06
1102,Останкинский,СВАО,"Звёздный бульвар, дом 28",22.0,1,38.0,78.0,in_list,06.06
1103,Останкинский,СВАО,"Звёздный бульвар, дом 30, корпус 2",24.0,1,60.0,76.0,in_list,06.06
1104,Останкинский,СВАО,"Звёздный бульвар, дом 34, корпус 2",7.0,1,48.0,93.0,in_list,06.06
1105,Останкинский,СВАО,"Звёздный бульвар, дом 36",36.0,1,47.0,64.0,in_list,06.06
1106,Останкинский,СВАО,"Звёздный бульвар, дом 38, корпус 2",26.0,1,52.0,74.0,in_list,06.06
1107,Останкинский,СВАО,"Звёздный бульвар, дом 42, корпус 2",37.0,1,40.0,63.0,in_list,06.06
1108,Останкинский,СВАО,"Звёздный бульвар, дом 6",44.0,1,53.0,56.0,in_list,06.06
1109,Останкинский,СВАО,"Звёздный бульвар, дом 8, корпус 2",23.0,1,43.0,77.0,in_list,06.06
1110,Кузьминки,ЮВАО,"Зеленодольская улица, дом 24",9.0,1,59.0,91.0,in_list,06.06
1111,Кузьминки,ЮВАО,"Зеленодольская улица, дом 26",3.0,1,50.0,97.0,in_list,06.06
1112,Перово,ВАО,"Зелёный проспект, дом 39, корпус 3",15.0,1,51.0,85.0,in_list,06.06
1113,Перово,ВАО,"Зелёный проспект, дом 39, корпус 4",17.0,1,59.0,83.0,in_list,06.06
1114,Кузьминки,ЮВАО,"Зеленодольская улица, дом 28, корпус 3",4.0,1,63.0,96.0,in_list,06.06
1115,Кузьминки,ЮВАО,"Зеленодольская улица, дом 28, корпус 4",6.0,1,64.0,94.0,in_list,06.06
1116,Перово,ВАО,"Зелёный проспект, дом 49",21.0,1,57.0,79.0,in_list,06.06
1117,Кузьминки,ЮВАО,"Зеленодольская улица, дом 29, корпус 1",7.0,1,50.0,93.0,in_list,06.06
1118,Перово,ВАО,"Зелёный проспект, дом 53, корпус 1",5.0,1,49.0,95.0,in_list,06.06
1119,Кузьминки,ЮВАО,"Зеленодольская улица, дом 33, корпус 1",10.0,1,50.0,90.0,in_list,06.06
1120,Перово,ВАО,"Зелёный проспект, дом 55",9.0,1,45.0,91.0,in_list,06.06
1121,Новогиреево,ВАО,"Зелёный проспект, дом 83, корпус 2",27.0,1,38.0,73.0,in_list,06.06
1122,Кузьминки,ЮВАО,"Зеленодольская улица, дом 45, корпус 1",7.0,1,55.0,93.0,in_list,06.06
1123,Новогиреево,ВАО,"Зелёный проспект, дом 83, корпус 3",35.0,1,40.0,65.0,in_list,06.06
1124,Кузьминки,ЮВАО,"Зеленодольская улица, дом 45, корпус 2",7.0,1,68.0,93.0,in_list,06.06
1125,Новогиреево,ВАО,"Зелёный проспект, дом 85",4.0,1,47.0,96.0,in_list,06.06
1126,Кузьминки,ЮВАО,"Зеленодольская улица, дом 45, корпус 3",4.0,1,59.0,96.0,in_list,06.06
1127,Новогиреево,ВАО,"Зелёный проспект, дом 87, корпус 1",13.0,1,48.0,87.0,in_list,06.06
1128,Кузьминки,ЮВАО,"Зеленодольская улица, дом 45, корпус 4",0.0,1,65.0,100.0,in_list,06.06
1129,Ивановское,ВАО,"Зелёный проспект, дом 89, корпус 2",12.0,1,57.0,88.0,in_list,06.06
1130,Ивановское,ВАО,"Зелёный проспект, дом 101",2.0,1,68.0,98.0,in_list,06.06
1131,Ивановское,ВАО,"Зелёный проспект, дом 93",4.0,1,63.0,96.0,in_list,06.06
1132,Ивановское,ВАО,"Зелёный проспект, дом 103",4.0,1,60.0,96.0,in_list,06.06
1133,Ивановское,ВАО,"Зелёный проспект, дом 95",12.0,1,61.0,88.0,in_list,06.06
1134,Ивановское,ВАО,"Зелёный проспект, дом 105",6.0,1,59.0,94.0,in_list,06.06
1135,Перово,ВАО,"Зелёный проспект, дом 23/43",44.0,1,53.0,56.0,in_list,06.06
1136,Ивановское,ВАО,"Зелёный проспект, дом 97",0.0,1,64.0,100.0,in_list,06.06
1137,Перово,ВАО,"Зелёный проспект, дом 25, корпус 1",4.0,1,59.0,96.0,in_list,06.06
1138,Лефортово,ЮВАО,"Золоторожский проезд, дом 2, корпус 1",0.0,1,100.0,100.0,in_list,06.06
1139,Перово,ВАО,"Зелёный проспект, дом 25, корпус 2",5.0,1,69.0,95.0,in_list,06.06
1140,Обручевский,ЮЗАО,"улица Архитектора Власова, дом 35, корпус 1",10.0,1,64.0,90.0,in_list,06.06
1141,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 27, корпус 3",4.0,1,57.0,96.0,in_list,06.06
1142,Лефортово,ЮВАО,"Золоторожский проезд, дом 2",87.0,1,75.0,13.0,in_list,06.06
1143,Перово,ВАО,"Зелёный проспект, дом 25, корпус 3",1.0,1,57.0,99.0,in_list,06.06
1144,Лефортово,ЮВАО,"Золоторожский проезд, дом 4",22.0,1,62.0,78.0,in_list,06.06
1145,Перово,ВАО,"Зелёный проспект, дом 27, корпус 1",14.0,1,51.0,86.0,in_list,06.06
1146,Лосиноостровский,СВАО,"Изумрудная улица, дом 12",16.0,1,68.0,84.0,in_list,06.06
1147,Лосиноостровский,СВАО,"Изумрудная улица, дом 16/11",0.0,1,63.0,100.0,in_list,06.06
1148,Перово,ВАО,"Зелёный проспект, дом 27, корпус 2",7.0,1,88.0,93.0,in_list,06.06
1149,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 45, корпус 2",3.0,1,58.0,97.0,in_list,06.06
1150,Лосиноостровский,СВАО,"Изумрудная улица, дом 2/12",8.0,1,47.0,92.0,in_list,06.06
1151,Перово,ВАО,"Зелёный проспект, дом 27, корпус 3",17.0,1,75.0,83.0,in_list,06.06
1152,Лосиноостровский,СВАО,"Изумрудная улица, дом 22",5.0,1,73.0,95.0,in_list,06.06
1153,Перово,ВАО,"Зелёный проспект, дом 29, корпус 1",19.0,1,46.0,81.0,in_list,06.06
1154,Южное Тушино,СЗАО,"Химкинский бульвар, дом 15",15.0,1,57.0,85.0,in_list,06.06
1155,Северное Тушино,СЗАО,"улица Героев Панфиловцев, дом 47, корпус 1",2.0,1,54.0,98.0,in_list,06.06
1156,Лосиноостровский,СВАО,"Изумрудная улица, дом 26",14.0,1,63.0,86.0,in_list,06.06
1157,Лосиноостровский,СВАО,"Изумрудная улица, дом 28, корпус 1",6.0,1,55.0,94.0,in_list,06.06
1158,Перово,ВАО,"Зелёный проспект, дом 29, корпус 2",13.0,1,47.0,87.0,in_list,06.06
1159,Лосиноостровский,СВАО,"Изумрудная улица, дом 28, корпус 2",25.0,1,55.0,75.0,in_list,06.06
1160,Перово,ВАО,"Зелёный проспект, дом 29, корпус 3",11.0,1,46.0,89.0,in_list,06.06
1161,Лосиноостровский,СВАО,"Изумрудная улица, дом 38",5.0,1,83.0,95.0,in_list,06.06
1162,Перово,ВАО,"Зелёный проспект, дом 35, корпус 1",12.0,1,53.0,88.0,in_list,06.06
1163,Лосиноостровский,СВАО,"Изумрудная улица, дом 44",15.0,1,57.0,85.0,in_list,06.06
1164,Дмитровский,САО,"Долгопрудная улица, дом 6, корпус 2",6.0,1,57.0,94.0,in_list,06.06
1165,Перово,ВАО,"Зелёный проспект, дом 35, корпус 2",11.0,1,45.0,89.0,in_list,06.06
1166,Дмитровский,САО,"Долгопрудная улица, дом 8, корпус 1",6.0,1,57.0,94.0,in_list,06.06
1167,Дмитровский,САО,"Долгопрудная улица, дом 8, корпус 2",0.0,1,43.0,100.0,in_list,06.06
1168,Перово,ВАО,"Зелёный проспект, дом 35, корпус 3",11.0,1,59.0,89.0,in_list,06.06
1169,Дмитровский,САО,"Долгопрудная улица, дом 9",0.0,1,52.0,100.0,in_list,06.06
1170,Перово,ВАО,"Зелёный проспект, дом 37",14.0,1,51.0,86.0,in_list,06.06
1171,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 22",8.0,1,63.0,92.0,in_list,06.06
1172,Перово,ВАО,"Зелёный проспект, дом 39, корпус 1",19.0,1,66.0,81.0,in_list,06.06
1173,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 26",11.0,1,59.0,89.0,in_list,06.06
1174,Котловка,ЮЗАО,"Нагорная улица, дом 9, корпус 2",5.0,1,78.0,95.0,in_list,06.06
1175,Северное Тушино,СЗАО,"улица Свободы, дом 83, корпус 1",8.0,1,60.0,92.0,in_list,06.06
1176,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 30",12.0,1,64.0,88.0,in_list,06.06
1177,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 32",2.0,1,71.0,98.0,in_list,06.06
1178,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 34",0.0,1,49.0,100.0,in_list,06.06
1179,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 36",11.0,1,45.0,89.0,in_list,06.06
1180,Южное Тушино,СЗАО,"проезд Донелайтиса, дом 38",25.0,1,60.0,75.0,in_list,06.06
1181,Можайский,ЗАО,"2-й Дорогобужский переулок, дом 6",0.0,1,100.0,100.0,in_list,06.06
1182,Южнопортовый,ЮВАО,"1-я Дубровская улица, дом 12",63.0,1,90.0,37.0,in_list,06.06
1183,Ярославский,СВАО,"улица Дудинка, дом 1",10.0,1,68.0,90.0,in_list,06.06
1184,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 29",28.0,1,48.0,72.0,in_list,06.06
1185,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 31",14.0,1,47.0,86.0,in_list,06.06
1186,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 33",32.0,1,57.0,68.0,in_list,06.06
1187,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 35, корпус 1",7.0,1,48.0,93.0,in_list,06.06
1188,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 35, корпус 2",32.0,1,37.0,68.0,in_list,06.06
1189,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 37",23.0,1,50.0,77.0,in_list,06.06
1190,Соколиная Гора,ВАО,"проспект Будённого, дом 49",12.0,1,63.0,88.0,in_list,06.06
1191,Соколиная Гора,ВАО,"проспект Будённого, дом 24, корпус 2",4.0,1,59.0,96.0,in_list,06.06
1192,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 39, корпус 1",12.0,1,53.0,88.0,in_list,06.06
1193,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 39, корпус 2",17.0,1,60.0,83.0,in_list,06.06
1194,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 45, корпус 1",4.0,1,45.0,96.0,in_list,06.06
1195,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 45, корпус 2",7.0,1,47.0,93.0,in_list,06.06
1196,Фили-Давыдково,ЗАО,"улица Олеко Дундича, дом 47",3.0,1,51.0,97.0,in_list,06.06
1197,Лефортово,ЮВАО,"Душинская улица, дом 12/19",2.0,1,70.0,98.0,in_list,06.06
1198,Бутырский,СВАО,"проезд Добролюбова, дом 5",9.0,1,58.0,91.0,in_list,06.06
1199,Бутырский,СВАО,"проезд Добролюбова, дом 5А",7.0,1,49.0,93.0,in_list,06.06
1200,Покровское-Стрешнево,СЗАО,"Волоколамское шоссе, дом 110",46.0,1,59.0,54.0,in_list,06.06
1201,Бутырский,СВАО,"проезд Добролюбова, дом 7",4.0,1,57.0,96.0,in_list,06.06
1202,Бабушкинский,СВАО,"Енисейская улица, дом 13, корпус 1",8.0,1,56.0,92.0,in_list,06.06
1203,Бабушкинский,СВАО,"Енисейская улица, дом 15",26.0,1,39.0,74.0,in_list,06.06
1204,Бабушкинский,СВАО,"Енисейская улица, дом 16/21",27.0,1,72.0,73.0,in_list,06.06
1205,Бабушкинский,СВАО,"Енисейская улица, дом 20",39.0,1,50.0,61.0,in_list,06.06
